Unnamed: 0,company,name,color,type,ratings,people_review,offer_price,real_price,offer,battery_hours,fast_charging,ENC,ANC,calculated_discount,amount_saved,value_score,feature__score,feature_count
299,snowbudy,"(TWS) with Mic Bluetooth 5.0 6Hours Playtime, ...",Black BOX BATTERY BACKUP 48 HR, True Wireless,4.1,59,599,2199,72% off,6,False,False,False,72.76034561164165,1600,298.31741700773074,,0
300,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Grey, True Wireless,3.8,47151,1099,7999,86% off,30,False,False,False,86.26078259782473,6900,327.79097387173397,,0
301,GREE,MATT M19 Bluetooth 5.1 Wireless Earbuds Touch Wate...,Black, True Wireless,3.5,27,593,4199,85% off,,False,False,False,85.87758990235771,3606,300.571564658252,,0
302,TXOR,"SENSO V 1.0 TWS EARBUDS, Bass+ 20 H Play time & Fa...",Black, True Wireless,3.5,3262,572,1299,55% off,20,False,False,False,55.966127790608155,727,195.88144726712855,,0
303,TEG,"EARBUDS SMALL SIZE, SUPER LIGHTWEIGHT earphone Blue...",White, In the Ear,3.6,8,499,2999,83% off,,False,False,False,83.36112037345782,2500,300.10003334444815,,0
304,ORAIMO,"Airbuds 3 Earbuds with ENC, up to 20 hours Playb...",Blue, True Wireless,4.0,7050,899,2500,64% off,,False,True,False,64.03999999999999,1601,256.15999999999997,,1
305,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,3.8,47151,1099,7999,86% off,30,False,False,False,86.26078259782473,6900,327.79097387173397,,0
306,Noise,"Buds VS102 Plus with 70 Hrs Playtime, Environment...",Serene Blue, In the Ear,4.0,29758,1599,3999,60% off,70,False,False,False,60.01500375093774,2400,240.06001500375095,,0
307,Aroma,NB119 Magic 100 Hours Playing Time Fast Charging ...,Green, In the Ear,4.0,8531,663,3299,79% off,100,True,False,False,79.90300090936647,2636,319.6120036374659,,1
308,Boult,"Audio Curve with BoomX Rich Bass, Flexi-band, Mag...",Blue  Black  Grey, In the Ear,4.0,405147,699,3499,80% off,,False,False,False,80.02286367533581,2800,320.09145470134325,,0
309,TECHFIRE,M-31 Pro Neckband Wireless Bluetooth Headphone...,Green, In the Ear,3.9,6671,449,3850,88% off,,False,False,False,88.33766233766234,3401,344.5168831168831,,0
310,U&i,Pro 50Hrs Battery Backup Bluetooth Neckband with Ma...,Blue, In the Ear,3.6,13,499,3199,84% off,50,False,False,False,84.40137542982183,2700,303.84495154735856,,0
311,Boult,"Audio Curve with BoomX Rich Bass, Flexi-band, Mag...",Black  Grey, In the Ear,4.0,405147,699,3499,80% off,,False,False,False,80.02286367533581,2800,320.09145470134325,,0
312,Mivi,"DuoPods K7 Metallic Finish,AI ENC,50H Playtime,Low...",Galaxy Black, In the Ear,4.1,2992,1299,4999,74% off,50,False,True,False,74.01480296059212,3700,303.46069213842765,,1
313,Aroma,"NB119 Love 80 Hours Playtime Fast Charging, Dual ...",Green, In the Ear,4.0,7076,599,2999,80% off,80,True,False,False,80.02667555851951,2400,320.10670223407806,,1
314,Noise,"Nerve Pro with upto 35hrs of playtime, ESR, Insta...",Neon Green, In the Ear,3.9,70950,899,2799,67% off,,False,False,False,67.88138620936049,1900,264.73740621650586,,0
315,Boult,"Audio Curve ANC with Active Noice Cancellation, E...",Black, In the Ear,3.7,2493,1499,5499,72% off,,False,False,True,72.74049827241316,4000,269.1398436079287,,1
316,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,6182,546,1999,72% off,24,False,False,False,72.68634317158579,1453,261.6708354177089,,0
317,U&i,Burn Series Single Ear Business Headset Bluetooth H...,Silver, In the Ear,3.9,3975,449,1699,73% off,,False,False,False,73.57268981753973,1250,286.9334902884049,,0
318,SONY,WI-C100 with 25 Hours Battery Life Bluetooth Heads...,Grey, In the Ear,3.5,6986,1699,2790,39% off,25,False,False,False,39.10394265232975,1091,136.86379928315412,,0
319,U&i,Titanic Series - Low Price Bluetooth Neckband Bluet...,Black, In the Ear,4.0,172454,404,1999,79% off,,False,False,False,79.78989494747374,1595,319.15957978989496,,0
320,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.7,8896,546,1999,72% off,24,False,False,False,72.68634317158579,1453,268.93946973486743,,0
321,boAt,Airdopes 131 with upto 60 Hours and ASAP Charge Bl...,Cherry Blossom, True Wireless,4.0,1345614,899,2990,69% off,60,False,False,False,69.93311036789298,2091,279.7324414715719,,0
322,realme,Techlife Buds T100 with up to 28 Hours Playback ...,White, True Wireless,4.3,55154,1499,2999,50% off,28,False,False,False,50.01667222407469,1500,215.07169056352114,,0
323,Boult,"Audio Maverick with Quad Mic ENC, 45ms Low Latenc...",Black, True Wireless,4.0,7225,1299,4499,71% off,,False,True,False,71.12691709268726,3200,284.50766837074906,,1
324,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Cobalt Blue, True Wireless,4.2,308,1399,3999,65% off,,False,False,False,65.01625406351587,2600,273.0682670667667,,0
325,Lichen,B11 Neckband Bluetooth Headset Earphone Sports R...,Blue, In the Ear,5.0,4,288,1599,81% off,,False,False,False,81.98874296435272,1311,409.9437148217636,,0
326,Boult,"Audio Airbass Z35 with ZEN ENC Mic, 32H Playtime,...",Graphite Black, True Wireless,4.1,22458,1299,2999,56% off,32,False,True,False,56.68556185395131,1700,232.41080360120037,,1
327,Boult,"Audio PowerBuds with Inbuilt Powerbank, 120H Batt...",Black, True Wireless,3.8,5418,1299,8999,85% off,120,False,False,False,85.56506278475386,7700,325.1472385820647,,0
328,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,4.1,327645,1099,2490,55% off,,False,False,False,55.863453815261046,1391,229.04016064257027,,0
329,Aroma,"NB119 Diamond 50 Hours Playtime Fast Charging, Du...",Green, In the Ear,4.0,11877,421,2499,83% off,50,True,False,False,83.1532613045218,2078,332.6130452180872,,1
330,Mivi,Collar Classic Pro TWS Neckband with 72 Hours of P...,Red, In the Ear,4.0,25909,899,2999,70% off,72,False,False,False,70.02334111370457,2100,280.0933644548183,,0
331,Ucool,Elite 100 Hours Playtime Wireless Neckband headph...,Black  Grey, In the Ear,4.0,4640,690,2999,76% off,100,False,False,False,76.99233077692564,2309,307.96932310770256,,0
332,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless headphone...,Red, In the Ear,3.9,188519,449,3850,88% off,,False,False,False,88.33766233766234,3401,344.5168831168831,,0
333,HOPPUP,"ALPHA Neckband with 50H Playtime, Gaming Mode, E...",Red, In the Ear,3.8,3276,499,1499,66% off,50,False,False,False,66.711140760507,1000,253.5023348899266,,0
334,Boult,"Audio Curve with BoomX Rich Bass, Flexi-band, Mag...",Black  Grey, In the Ear,4.0,405147,699,3499,80% off,,False,False,False,80.02286367533581,2800,320.09145470134325,,0
335,Ucool,Nexa 100 Hours Playtime Bluetooth Wireless Neckba...,Black  Teal Green, In the Ear,4.0,9849,699,2999,76% off,100,False,False,False,76.69223074358119,2300,306.76892297432477,,0
336,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Grey, In the Ear,3.9,188519,445,3850,88% off,,False,False,False,88.44155844155844,3405,344.9220779220779,,0
337,KRAZZY,INDIA headphone0011 Bluetooth Headset,Black, In the Ear,3.7,734,279,999,72% off,,False,False,False,72.07207207207207,720,266.6666666666667,,0
338,Mivi,DuoPods F40 with 50 Hrs Playtime I13mm Drivers|Mad...,Black, True Wireless,3.8,109649,899,2999,70% off,50,False,False,False,70.02334111370457,2100,266.0886962320774,,0
339,truke,"BTG Beta with 13mm Titanium Drivers, 38H Playtime...",White, True Wireless,3.9,4768,899,2499,64% off,38,False,False,False,64.02561024409763,1600,249.69987995198076,,0
340,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,White, True Wireless,3.7,8896,546,1999,72% off,24,False,False,False,72.68634317158579,1453,268.93946973486743,,0
341,realme,Buds Air 3 with Fast Charge & Active Noise Cance...,Starry Blue, True Wireless,4.2,45985,3999,5999,33% off,,True,False,True,33.338889814969164,2000,140.0233372228705,,2
342,ORAIMO,"Airbuds 3 Earbuds with ENC, up to 20 hours Playb...",Blue, True Wireless,4.0,7050,899,2500,64% off,,False,True,False,64.03999999999999,1601,256.15999999999997,,1
343,boAt,"Airdopes 100 with 50 Hours Playback, Quad Mics ENx...",Emerald Green, In the Ear,3.8,15087,1399,4490,68% off,50,False,False,False,68.84187082405346,3091,261.5991091314031,,0
344,TECHFIRE,Fire-T10 -48 Hours Playing Time Fast Charging ...,OCEAN  Blue, In the Ear,3.8,2551,399,3850,89% off,48,True,False,False,89.63636363636364,3451,340.6181818181818,,1
345,FD1,S_S L21 Wireless bluetooth headphone Waterproof Ste...,Black, True Wireless,3.8,27292,485,1298,62% off,,False,False,False,62.634822804314325,813,238.01232665639444,,0
346,SONY,WI-XB400 Extra Bass Wireless Stereo Headset Blueto...,Black, In the Ear,4.0,9339,2499,4990,49% off,,False,False,False,49.91983967935872,2491,199.67935871743487,,0
347,Aroma,NB119 Jersey - 48 Hours Playtime Fast Charging Wi...,Red, In the Ear,3.9,20871,399,2499,84% off,48,True,False,False,84.03361344537815,2100,327.7310924369748,,1
348,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Black, In the Ear,3.9,188519,458,3850,88% off,,False,False,False,88.1038961038961,3392,343.6051948051948,,0
349,Aroma,NB119C Carter 48 Hours Playing Time Fast Charging...,Yellow, In the Ear,4.0,66986,395,2299,82% off,48,True,False,False,82.81861678990866,1904,331.27446715963464,,1
350,TECHFIRE,M-31 Pro Neckband Wireless Bluetooth Headphone...,Green, In the Ear,3.9,6671,449,3850,88% off,,False,False,False,88.33766233766234,3401,344.5168831168831,,0
351,Aroma,NB119 Rock - 40 Hours Playtime Bluetooth Neckband...,Blue, In the Ear,3.9,26422,597,2999,80% off,40,False,False,False,80.09336445481827,2402,312.36412137379125,,0
352,FUR,JADEN AirJams GenZ TWS Earbuds 24 Hour Battery HD M...,Black, True Wireless,4.7,81,699,2000,65% off,24,False,False,False,65.05,1301,305.735,,0
353,boAt,Rockerz 333 Pro with 60 Hours Battery Bluetooth He...,Cherry Black, In the Ear,4.2,42691,1799,2990,39% off,60,False,False,False,39.83277591973244,1191,167.29765886287626,,0
354,TECHFIRE,Live 1000 Neckband wireless headphones with 36...,Black, In the Ear,3.8,2324,499,3850,87% off,,False,False,False,87.03896103896103,3351,330.7480519480519,,0
355,Mivi,"Collar D25 Earphones with fast charge, 24Hours pla...",Blue, In the Ear,4.0,30198,699,2999,76% off,24,True,False,False,76.69223074358119,2300,306.76892297432477,,1
356,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,4.2,14276,1299,4999,74% off,60,False,True,False,74.01480296059212,3700,310.8621724344869,,1
357,U&i,Pro 50Hrs Battery Backup Bluetooth Neckband with Ma...,Blue, In the Ear,3.6,13,499,3199,84% off,50,False,False,False,84.40137542982183,2700,303.84495154735856,,0
358,Boltune,BT-335 Neckband hi-bass Wireless Bluetooth head...,Black, In the Ear,3.8,19277,449,3850,88% off,,False,False,False,88.33766233766234,3401,335.68311688311684,,0
359,Boult,"Audio X45 with Quad Mic ENC, 40H Playtime, 45ms U...",Green, True Wireless,4.0,10964,1099,4999,78% off,40,False,True,False,78.01560312062412,3900,312.0624124824965,,1
360,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Blue, In the Ear,4.0,49704,799,4499,82% off,,False,True,False,82.24049788841965,3700,328.9619915536786,,1
361,PTron,"Basspods P481, 60Hrs Playtime, Deep Bass, ENC Ste...",Black, In the Ear,4.0,7783,799,3199,75% off,60,False,True,False,75.02344482650828,2400,300.0937793060331,,1
362,Xezbi,(True buds) Wireless headphone Bluetooth earphone...,White, True Wireless,3.7,502,485,1699,71% off,,False,False,False,71.45379635079459,1214,264.37904649794,,0
363,FPX,Jazz 80 Hours Playtime with Deep Bass Neckband Head...,Green, In the Ear,4.0,51,379,1499,74% off,80,False,False,False,74.71647765176785,1120,298.8659106070714,,0
364,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,111172,999,5499,81% off,40,True,False,False,81.83306055646482,4500,335.5155482815057,,1
365,Ggkart,K1 BLACK Bluetooth Headset Bluetooth Headset,Black, In the Ear,3.6,374,250,1199,79% off,,False,False,False,79.14929107589657,949,284.93744787322765,,0
366,Mivi,"DuoPods K1 compact earbuds,AI-ENC,TWS with 42H Pla...",Bold Black, In the Ear,4.1,710,999,2999,66% off,42,False,True,False,66.68889629876625,2000,273.4244748249416,,1
367,blue,"seed BBD Neckband Crystal Clear Sound,Vibration Al...",Black, In the Ear,4.0,10,349,399,12% off,,False,False,False,12.531328320802004,50,50.125313283208015,,0
368,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.2,14276,1299,4999,74% off,60,False,True,False,74.01480296059212,3700,310.8621724344869,,1
369,ORAIMO,"Necklace 4 Fast Charge, 50hr PlayTime, Super Bas...",Blue  Green, In the Ear,4.2,2022,1299,3499,62% off,,True,False,False,62.87510717347814,2200,264.0754501286082,,1
370,Aroma,NB128 Happy 24 Hours Playting Time Deep Bass Made...,Black  Black, In the Ear,3.7,178,314,1499,79% off,128,False,False,False,79.0527018012008,1185,292.49499666444297,,0
371,Aroma,NB119 Diamond - 50 Hours Playtime Bluetooth Neckb...,Blue, In the Ear,4.0,11877,421,2499,83% off,50,False,False,False,83.1532613045218,2078,332.6130452180872,,0
372,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,3.8,47151,1099,7999,86% off,30,False,False,False,86.26078259782473,6900,327.79097387173397,,0
373,KIMTOK,Bluetooth Wireless Earphone Waterproof Headphone...,Black, In the Ear,3.8,2412,449,1099,59% off,,False,False,False,59.14467697907189,650,224.74977252047316,,0
374,U&i,Massive 80Hrs Battery Backup Bluetooth Neckband wit...,Silver, In the Ear,4.5,39,599,2999,80% off,80,False,False,False,80.02667555851951,2400,360.1200400133378,,0
375,U&i,Massive 80Hrs Battery Backup Bluetooth Neckband wit...,Blue, In the Ear,4.5,39,599,2999,80% off,80,False,False,False,80.02667555851951,2400,360.1200400133378,,0
376,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Grey, True Wireless,3.8,47151,1099,7999,86% off,30,False,False,False,86.26078259782473,6900,327.79097387173397,,0
377,OnePlus,Buds Z2 with Active Noise cancellation Bluetoot...,Obsidian Black, In the Ear,4.2,32911,4999,5999,16% off,,False,False,True,16.669444907484582,1000,70.01166861143525,,1
378,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.7,8896,546,1999,72% off,24,False,False,False,72.68634317158579,1453,268.93946973486743,,0
379,Alfanso,"Earbud White, With (Wireless Charging Case) Blu...",Metallic White, True Wireless,3.6,54,499,1299,61% off,,False,False,False,61.585835257890686,800,221.70900692840647,,0
380,PTron,"Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",Black, True Wireless,3.7,6379,799,2599,69% off,,False,False,False,69.25740669488265,1800,256.2524047710658,,0
381,OnePlus,Nord Buds Bluetooth Headset,Black Slate, True Wireless,4.3,77759,2499,2999,16% off,,False,False,False,16.672224074691563,500,71.69056352117371,,0
382,Boult,"Audio Airbass Z35 with ZEN ENC Mic, 32H Playtime,...",Pista Green, True Wireless,4.1,22458,1299,2999,56% off,32,False,True,False,56.68556185395131,1700,232.41080360120037,,1
383,Wings,Phantom 500 with ENC and 40 ms latency game mode ...,Black, True Wireless,4.0,6185,1299,4999,74% off,,False,True,False,74.01480296059212,3700,296.0592118423685,,1
384,Boult,"Audio Maverick with Quad Mic ENC, 45ms Low Latenc...",Black, True Wireless,4.0,7225,1299,4499,71% off,,False,True,False,71.12691709268726,3200,284.50766837074906,,1
385,Aroma,NB119C Carter 48 Hours Playing Time Fast Charging...,Pink, In the Ear,4.0,66986,395,2299,82% off,48,True,False,False,82.81861678990866,1904,331.27446715963464,,1
386,KRAZZY,INDIA B11 BLUE Bluetooth without Mic Headset,Blue  Black, In the Ear,3.7,1097,279,599,53% off,,False,False,False,53.42237061769616,320,197.6627712854758,,0
387,U&i,Pro 50Hrs Battery Backup Bluetooth Neckband with Ma...,Red, In the Ear,3.3,18,499,3199,84% off,50,False,False,False,84.40137542982183,2700,278.524538918412,,0
388,Boult,"Audio X50 with 40Hr Battery, Quad Mic ENC, 45ms U...",White, True Wireless,4.0,28901,1199,4999,76% off,40,False,True,False,76.01520304060813,3800,304.0608121624325,,1
389,TECHFIRE,Fire-155 Neckband hi-bass Wireless Bluetooth h...,TEAL GREEN, In the Ear,3.7,3072,409,1999,79% off,,False,False,False,79.53976988494247,1590,294.2971485742872,,0
390,Aroma,NB119 Jersey - 48 Hours Playtime Fast Charging Wi...,Black, In the Ear,3.9,20871,399,2499,84% off,48,True,False,False,84.03361344537815,2100,327.7310924369748,,1
391,Lichen,B11 Neckband Truly Wireless Bluetooth 5.0 Headph...,Black, In the Ear,4.0,405147,299,1599,81% off,0,False,False,False,81.30081300813008,1300,325.2032520325203,,0
392,Aroma,NB119 Freedom - 72 Hours Playtime Bluetooth Neckb...,Orange, In the Ear,3.9,1693,489,2999,83% off,72,False,False,False,83.69456485495165,2510,326.40880293431144,,0
393,Longway,Beat 512 with Fast Charge and upto 30 Hours Pla...,Black, In the Ear,4.2,845,399,1130,64% off,30,True,False,False,64.69026548672566,731,271.6991150442478,,1
394,CIHLEX,CH-125 Latest Headphones Neckband Music Time Bat...,Blue, In the Ear,4.5,6,449,1999,77% off,,False,False,False,77.53876938469234,1550,348.92446223111557,,0
395,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,4.2,14276,1299,4999,74% off,60,False,True,False,74.01480296059212,3700,310.8621724344869,,1
396,Ucool,Gusto 80 Hours Playtime Wireless Neckband headpho...,Black  Red, In the Ear,4.0,11962,598,2499,76% off,80,False,False,False,76.07042817126852,1901,304.28171268507407,,0
397,Earboss,M10 Earbuds/ipod/buds 5.1 Earbuds with 280H Pla...,Black, True Wireless,3.5,11912,599,6999,91% off,280,False,False,False,91.44163451921703,6400,320.0457208172596,,0
398,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,111172,999,5499,81% off,40,True,False,False,81.83306055646482,4500,335.5155482815057,,1
399,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Blue, In the Ear,4.0,49704,799,4499,82% off,,False,True,False,82.24049788841965,3700,328.9619915536786,,1
400,Mivi,DuoPods F40 with 50 Hrs Playtime I13mm Drivers|Mad...,Blue, True Wireless,3.8,109649,899,2999,70% off,50,False,False,False,70.02334111370457,2100,266.0886962320774,,0
401,Noise,"Buds VS102 Plus with 70 Hrs Playtime, Environment...",Matte Black, In the Ear,4.0,29758,1599,3999,60% off,70,False,False,False,60.01500375093774,2400,240.06001500375095,,0
402,snowbudy,A15 Wireless Earbuds with Support Upto 6-8hrs ...,Black, True Wireless,3.8,394,499,2099,76% off,,False,False,False,76.22677465459743,1600,289.6617436874702,,0
403,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,6182,546,1999,72% off,24,False,False,False,72.68634317158579,1453,261.6708354177089,,0
404,GREEN,BIRD in-Ear Truly Wireless Earbuds with Fast Char...,SKY BLUE, True Wireless,3.5,4639,474,1499,68% off,,True,False,False,68.37891927951968,1025,239.32621747831888,,1
405,boAt,Rockerz 255F Pro with Fast Charging Bluetooth Head...,Navy Blue, In the Ear,4.1,412222,1099,3499,68% off,,True,False,False,68.5910260074307,2400,281.2232066304658,,1
406,boAt,"Rockerz 378 with Spatial Bionic Sound by THX, ASAP...",Active Black, In the Ear,4.0,970,1499,3490,57% off,,False,False,False,57.0487106017192,1991,228.1948424068768,,0
407,PTron,"Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",Black, True Wireless,3.7,6379,799,2599,69% off,,False,False,False,69.25740669488265,1800,256.2524047710658,,0
408,Aroma,"NB119 Extreme 100 Hours, Type C Fast Charging Mag...",Blue, In the Ear,3.9,942,783,3299,76% off,100,True,False,False,76.26553501060927,2516,297.43558654137615,,1
409,Aroma,NB119 Neutron 60 Hours PlayTime With 4 EQ modes F...,Black, In the Ear,3.9,3797,594,2999,80% off,60,False,False,False,80.19339779926642,2405,312.754251417139,,0
410,Aroma,NB120 Jam 24 Hours Playtime Bluetooth Neckband Ea...,Yellow, In the Ear,3.8,989,339,1499,77% off,24,False,False,False,77.38492328218813,1160,294.06270847231485,,0
411,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.7,8896,546,1999,72% off,24,False,False,False,72.68634317158579,1453,268.93946973486743,,0
412,IZWI,"Premium Wireless Magnetic Neckband, Bluetooth in E...",Black, In the Ear,3.9,194790,499,2490,79% off,,False,False,False,79.95983935742971,1991,311.8433734939759,,0
413,Mivi,Collar Classic Neckband with Fast Charging Bluetoo...,Orange, In the Ear,3.7,21,699,2499,72% off,,True,False,False,72.02881152460985,1800,266.5066026410565,,1
414,Dozokil,L21 Earbuds/Air-pod/ buds 5.0 Bluetooth Headset,Black, True Wireless,3.8,47151,499,1997,75% off,,False,False,False,75.01251877816725,1498,285.0475713570355,,0
415,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,5.0,3,1099,7999,86% off,30,False,False,False,86.26078259782473,6900,431.30391298912366,,0
416,MR,ROBOT K1 Wireless Bluetoth Single Ear Headset Earbud...,Black, True Wireless,4.0,3487,499,999,50% off,,False,False,False,50.050050050050054,500,200.20020020020021,,0
417,FUR,"JADEN AirJams 13mm HD Dynamic Driver, Thumping Bass...",Black, True Wireless,3.6,26,869,3000,71% off,,False,False,False,71.03333333333333,2131,255.72,,0
418,Mayank,"M19 Bluetooth Headset (Black, True Wireless) Blu...",Black, True Wireless,4.2,14276,575,1999,71% off,,False,False,False,71.23561780890445,1424,299.1895947973987,,0
419,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.1,19628,1299,4999,74% off,60,False,True,False,74.01480296059212,3700,303.46069213842765,,1
420,DEFY,"GravityZ with upto 50 Hours Playback, 4 Mic ENC, 1...",Black Fury, In the Ear,4.4,389,1099,2699,59% off,50,False,True,False,59.28121526491294,1600,260.83734716561696,,1
421,truke,"Buds A1 with 30dB ANC, Quad Mic ENC, 48H Playtime...",Black, True Wireless,4.0,98,1299,3999,67% off,48,False,True,True,67.51687921980495,2700,270.0675168792198,,2
422,ZTNY,2023 New Design In-Ear Waterproof Wireless Earphon...,Green, In the Ear,4.1,2992,499,1399,64% off,,False,False,False,64.33166547533953,900,263.75982844889205,,0
423,Mivi,"DuoPods K7 Metallic Finish,AI ENC,50H Playtime,Low...",Galaxy Black, In the Ear,4.0,6,1299,4999,74% off,50,False,True,False,74.01480296059212,3700,296.0592118423685,,1
424,CARRON,CH-125 Dilbar - 48 Hour Playtime Bluetooth Headp...,Blue, In the Ear,3.8,4,449,1999,77% off,48,False,False,False,77.53876938469234,1550,294.6473236618309,,0
425,ZTNY,Wireless Bluetooth Headphones Flexible Neckband wi...,Black, In the Ear,4.1,327645,449,4999,91% off,,False,False,False,91.01820364072815,4550,373.1746349269854,,0
426,Lichen,B11 Neckband Truly Wireless Bluetooth 5.0 Headph...,Red Black, In the Ear,3.8,1567,281,1599,82% off,0,False,False,False,82.42651657285803,1318,313.2207629768605,,0
427,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,4.1,5729,1099,2490,55% off,,False,False,False,55.863453815261046,1391,229.04016064257027,,0
428,KRAZZY,INDIA b11 red Bluetooth Headset,Red, In the Ear,4.2,42691,279,999,72% off,,False,False,False,72.07207207207207,720,302.7027027027027,,0
429,Syska,"PACE HE3500 with ENC, Fast Charging, Low Latency ...",Marine Green, In the Ear,3.8,47151,799,2999,73% off,,True,True,False,73.35778592864288,2200,278.75958652884293,,2
430,CIHYARD,CH-125 Dilbar - 30 Hours Playtime Bluetooth Nec...,Black, In the Ear,3.9,50,449,1999,77% off,30,False,False,False,77.53876938469234,1550,302.4012006003001,,0
431,Aroma,NB119 Star - 50 Hours Playtime Bluetooth Neckband...,Black, In the Ear,4.0,5800,564,2999,81% off,50,False,False,False,81.19373124374792,2435,324.7749249749917,,0
432,Aroma,NB120 Last 36 Hours Playtime Bluetooth Neckband E...,Red, In the Ear,3.8,598,346,1499,76% off,36,False,False,False,76.91794529686457,1153,292.28819212808537,,0
433,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,4.2,14276,1299,4999,74% off,60,False,True,False,74.01480296059212,3700,310.8621724344869,,1
434,snowbudy,Gaming pro Earbuds Upto 32 Hrs Playtime With 2...,Black BOX BATTERY BACKUP 48 HR, True Wireless,4.0,58452,599,2670,77% off,32,False,False,False,77.56554307116104,2071,310.2621722846442,,0
435,truke,"Buds S1 with Quad Mic ENC, 72 Hours Playtime, 10m...",Black, True Wireless,3.4,417,1299,3999,67% off,72,False,True,False,67.51687921980495,2700,229.55738934733682,,1
436,TRUETAG,M19 TWS Bluetooth 5.1 Wireless Earbuds With 220...,Black, In the Ear,4.0,49704,789,4999,84% off,,False,False,False,84.21684336867374,4210,336.86737347469494,,0
437,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Blue, In the Ear,3.7,324,799,4499,82% off,,False,True,False,82.24049788841965,3700,304.2898421871527,,1
438,flying,india New Edition TWS M19 Gaming Earbuds Bluetoo...,Black, True Wireless,4.1,19628,586,2199,73% off,,False,False,False,73.35152341973624,1613,300.74124602091854,,0
439,DEFY,"GravityZ with upto 50 Hours Playback, 4 Mic ENC, 1...",Blue Impulse, In the Ear,3.6,54,1099,2699,59% off,50,False,True,False,59.28121526491294,1600,213.41237495368657,,1
440,Alfanso,"BEATBOX TWS EARBUDS, Bass+ 20 H Playtime & Fast...",Black, True Wireless,4.1,111172,499,1299,61% off,20,True,False,False,61.585835257890686,800,252.5019245573518,,1
441,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,3.6,79,999,5499,81% off,40,True,False,False,81.83306055646482,4500,294.59901800327333,,1
442,JOKIN,single ear Bluetooth hedset Bluetooth Headset,White, In the Ear,3.8,108,299,1299,76% off,,False,False,False,76.98229407236336,1000,292.53271747498076,,0
443,CARRON,CH-106 Tiger - 48 Hour Playtime Bluetooth Headph...,Grey  Green, In the Ear,3.9,4699,569,1999,71% off,48,False,False,False,71.53576788394197,1430,278.98949474737367,,0
444,TECHFIRE,Fire 200 PRO Neckband hi-bass Wireless Bluetoo...,Blue, In the Ear,4.2,14276,449,3850,88% off,,False,False,False,88.33766233766234,3401,371.01818181818186,,0
445,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,3.5,706,1299,4999,74% off,60,False,True,False,74.01480296059212,3700,259.05181036207244,,1
446,CARRON,CH-125 Dilbar - 48 Hour Playtime Bluetooth Headp...,Red, In the Ear,4.5,22,449,1999,77% off,48,False,False,False,77.53876938469234,1550,348.92446223111557,,0
447,U&i,Melody 48Hrs Battery Backup Bluetooth Neckband with...,Yellow, In the Ear,3.8,3276,399,2199,81% off,48,False,False,False,81.85538881309687,1800,311.05047748976807,,0
448,HOPPUP,"ALPHA Neckband with 50H Playtime, Gaming Mode, E...",Black, In the Ear,3.8,47151,499,1499,66% off,50,False,False,False,66.711140760507,1000,253.5023348899266,,0
